carat,depth,table,color_H,color_I,color_J,clarity_SI1,clarity_SI2,clarity_VS2,clarity_VVS1
0.0014437588585007669,0.643728038453454,2.8344015070807096,2.364206390198448,-0.32019230022216755,-0.22150963670604495,1.7619381169410797,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
1.3225940087154526,0.9149060115440557,-1.3650637739703722,-0.4229749162957221,3.1231231959861097,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
-0.8343859910509993,-0.16980588081835715,0.8581825512919652,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,2.3278429065837485,-0.5464677862991222,-0.2801396174009795
-0.02551849113857991,-0.6217691693026974,1.8462920291863374,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,1.7619381169410797,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
-1.0770462410247252,1.276476642331533,-0.129926926602407,2.364206390198448,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
0.540688758800114,-0.6217691693026974,1.8462920291863374,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
-0.8343859910509993,-0.8025544846964361,-0.6239816655495931,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,1.7619381169410797,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
0.8372735087680011,0.01097943457537511,-0.129926926602407,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,2.3278429065837485,-0.5464677862991222,-0.2801396174009795
-1.157932991015967,0.01097943457537511,-0.6239816655495931,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
-0.4838767410889508,1.276476642331533,-1.1180364044967792,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
2.1314615086278725,1.0956913269377944,0.8581825512919652,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,2.3278429065837485,-0.5464677862991222,-0.2801396174009795
-0.5108389910860315,0.37255006536285246,0.3641278123447791,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,1.829934032840915,-0.2801396174009795
-1.0770462410247252,-0.44098385390896516,-0.6239816655495931,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,-0.5464677862991222,3.569648624773568
0.7833490087738397,1.1860839846346638,2.8344015070807096,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,2.3278429065837485,-0.5464677862991222,-0.2801396174009795
0.05536825885266212,-0.16980588081835715,0.3641278123447791,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,2.3278429065837485,-0.5464677862991222,-0.2801396174009795
0.8103112587709205,1.5476546154221347,1.8462920291863374,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,2.3278429065837485,-0.5464677862991222,-0.2801396174009795
-0.5378012410831121,0.28215740766598313,0.3641278123447791,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,1.829934032840915,-0.2801396174009795
-0.780461491056838,-1.1641251154839072,0.8581825512919652,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
-0.02551849113857991,-2.520014980936928,0.8581825512919652,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
-1.104008491021806,1.0956913269377944,-1.1180364044967792,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,1.829934032840915,-0.2801396174009795
0.9181602587592431,0.01097943457537511,-0.129926926602407,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,1.7619381169410797,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
-0.02551849113857991,-0.35059119621209583,-1.1180364044967792,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
-1.0770462410247252,1.005298669240925,-0.129926926602407,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,1.7619381169410797,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
1.0799337587417273,-0.07941322312148781,-0.6239816655495931,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,1.829934032840915,-0.2801396174009795
0.028406008855581442,-0.35059119621209583,-1.6120911434439653,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,1.7619381169410797,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
0.5137265088030333,-0.6217691693026974,-0.6239816655495931,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,1.7619381169410797,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
0.5137265088030333,2.2707958769970764,2.8344015070807096,-0.4229749162957221,-0.32019230022216755,4.514476276835996,1.7619381169410797,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
-1.0500839910276445,1.1860839846346638,-1.6120911434439653,2.364206390198448,-0.32019230022216755,-0.22150963670604495,1.7619381169410797,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
2.1314615086278725,1.276476642331533,-0.129926926602407,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
0.5137265088030333,0.8245133538471928,0.8581825512919652,2.364206390198448,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,1.829934032840915,-0.2801396174009795
-0.42995224109478947,-0.5313765116058281,-0.22873787439184562,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,1.829934032840915,-0.2801396174009795
-0.8343859910509993,1.276476642331533,-0.129926926602407,-0.4229749162957221,-0.32019230022216755,4.514476276835996,-0.5675568230149372,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
-1.2927442410013705,-1.4353030885745086,-0.129926926602407,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
1.3495562587125334,0.8245133538471928,-0.129926926602407,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,2.3278429065837485,-0.5464677862991222,-0.2801396174009795
-0.2681787411123057,-2.520014980936928,-0.129926926602407,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,1.7619381169410797,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
0.8103112587709205,-0.16980588081835715,0.3641278123447791,-0.4229749162957221,3.1231231959861097,-0.22150963670604495,1.7619381169410797,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
-0.02551849113857991,-0.16980588081835715,0.3641278123447791,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,1.7619381169410797,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
-0.02551849113857991,-1.0737324577870377,0.8581825512919652,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,2.3278429065837485,-0.5464677862991222,-0.2801396174009795
0.05536825885266212,0.1917647499691138,-1.1180364044967792,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,-0.5675568230149372,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
-0.8613482410480799,-1.525695746271378,0.8581825512919652,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,1.7619381169410797,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
-0.942234991039322,-1.7064810616651167,1.3522372902391513,-0.4229749162957221,-0.32019230022216755,-0.22150963670604495,1.7619381169410797,-0.42958225281084844,-0.5464677862991222,-0.2801396174009795
